screen_name,t_counts,status_id,user_id,created_at,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang
BloombergQuint,101,1240628639172923394,714731566828793857,2020-03-19T13:18:12Z,"#CoronavirusPandemic update | Prime Minister Modi to address the nation at 8 pm.

Don't forget to tune in. https://t.co/vjIXPMMNVf",TweetDeck,,,,False,False,90,3,,,,121719,193,,2016-03-29T08:30:59Z,True,en
openletterbot,337,1240428432304922624,938533034659168256,2020-03-19T00:02:38Z,"🖋 Support @missyvonne1963 by signing “COVID-19” and I’ll deliver a copy to your officials too: https://t.co/DRspGB9HPO

📨 Last delivered to @realDonaldTrump #NC01 #NCpolitics #COVID19 https://t.co/Zo9puHx3Va",Resistbot Open Letters,,,,False,False,2,0,,,,16785,3,,2017-12-06T22:18:07Z,True,en
htTweets,130,1240459605198553090,36327407,2020-03-19T02:06:31Z,"#Coronavirus #Covid19India | Bengal patient defies advice; Home Secretary in isolation, Mamata furious

https://t.co/t5CMgTnODo https://t.co/BBJVrlupQ8",TweetDeck,,,,False,False,2971,12,,,,7154080,126,,2009-04-29T10:11:34Z,True,en
timesofindia,187,1240508278217388032,134758540,2020-03-19T05:19:55Z,"B Sriramulu, Karnataka Health Minister: One person, with travel history to Saudi Arabia, has been tested +ve for #COVID19 in Kodagu today. Total number of positive cases reaches 15 in the state.

#CautionYesPanicNo

#Covid2019India
#CoronavirusUpdates 👇

https://t.co/Wn5tgSPtwd",Twitter Web App,,,,False,False,5,8,,,,12395664,530,,2010-04-19T10:50:15Z,True,en
ANCALERTS,238,1240483131297353728,44728980,2020-03-19T03:40:00Z,South Korea reports rebound in new coronavirus cases after nursing home outbreak https://t.co/G8M2CrGKgA #COVID19,TweetDeck,,,,False,False,5453,5,,,,4853038,777,,2009-06-04T21:26:24Z,True,en
htTweets,130,1240529688302211072,36327407,2020-03-19T06:45:00Z,"#Covid2019India | IndiGo, Vistara may ground jets as #coronavirus cases jump in India: Report

https://t.co/LREi37omex https://t.co/6KMDAGpQCL",TweetDeck,,,,False,False,2971,11,,,,7154048,126,,2009-04-29T10:11:34Z,True,en
dailystar,179,1240566933549965315,20442930,2020-03-19T09:13:00Z,"#Coronavirus sees #Friends reunion filming scrapped due to global pandemic
https://t.co/vN8eIdQsds",TweetDeck,,,,False,False,838,3,,,,195767,3592,,2009-02-09T15:45:17Z,True,en
IndiaToday,132,1240654298591031299,19897138,2020-03-19T15:00:09Z,"PM Modi advises people to work from home
PM Modi address on #coronavirus LIVE Updates: https://t.co/GL73uVSSWV
#Coronavirus #Covid19 #CoronavirusOutbreak https://t.co/aOlCoANglR",Twitter Web App,,,,False,False,4400,7,,,,5278703,229,,2009-02-02T07:21:54Z,True,en
Oneindia,119,1240507521523159040,18159588,2020-03-19T05:16:55Z,"#CoronaVirusUpdates | To take stock of preparedness in view of #COVID19, Health Minister @drharshvardhan visited Delhi's Indira Gandhi International Airport (T-3) on the intervening night of 18th &amp; 19th March.

#COVID2019india 

Tap for LIVE Updates: https://t.co/gBbD4aUEWm",Twitter Web App,,,,False,False,350,0,,,,60594,661,,2008-12-16T09:44:12Z,True,en
ANCALERTS,238,1240521127090249731,44728980,2020-03-19T06:10:59Z,"Pasig City Mayor Vico Sotto: Whatever the national directives are, we will comply. What's important is we have a unified policy throughout NCR. #COVID19 #LuzonLockdown",TweetDeck,,,,False,False,5453,172,,,,4853018,777,,2009-06-04T21:26:24Z,True,en
Oneindia,119,1240652168836730887,18159588,2020-03-19T14:51:41Z,"Prime Minister @narendramodi: If possible, please call at least 10 people every day and tell them about the 'Janta Curfew' as well as the measures to prevent #coronavirus.

#BeatCOVID19 #CoronavirusPandemic #COVID19

Catch all live updates here: https://t.co/Mm1AMqwj9b",Twitter Web App,,,,False,False,350,1,,,,60599,662,,2008-12-16T09:44:12Z,True,en
ians_india,114,1240547733389246465,141584822,2020-03-19T07:56:42Z,"#Maharashtra Chief Minister Uddhav Thackeray (@uddhavthackeray) on Thursday sought peoples' cooperation for the ongoing 'war against virus' that has created global medical havoc since the past couple of months. 

#coronavirusindia #CoronavirusOutbreak https://t.co/Mmx7Hj6clv",Twitter Web App,,,,False,False,14,0,,,,32597,45,,2010-05-08T13:21:45Z,True,en
IndiaToday,132,1240597644642340864,19897138,2020-03-19T11:15:02Z,"The administration is taking all precautionary measures in the biggest vegetable market in #Chennai. @Akshayanath brings us this report.
 #CoronaVirusOutbreak #ITVideo https://t.co/adoT5y9Xev",Twitter Media Studio,,,,False,False,4400,2,,,,5278672,229,,2009-02-02T07:21:54Z,True,en
ndtv,116,1240525884005576704,37034483,2020-03-19T06:29:53Z,"Watch | ""We don't panic"": Kerala doctors in frontline of war against #coronavirus. 

Read more here: https://t.co/Pgvngl0svb https://t.co/u2cjbErtRN",Twitter Media Studio,,,,False,False,0,12,,,,12245445,14,,2009-05-01T20:34:48Z,True,en
Oneindia,119,1240575481528762368,18159588,2020-03-19T09:46:58Z,"If @IPL 2020 is cancelled then stars like @imVkohli @msdhoni @ImRo45 etc will have to take a lighter purse. Details. #CoronavirusOutbreak
#COVID2019india #IPL2020 #IPL via @mykhelcom
https://t.co/euwkwUaX5q",TweetDeck,,,,False,False,350,1,,,,60605,662,,2008-12-16T09:44:12Z,True,en
htTweets,130,1240576973744877574,36327407,2020-03-19T09:52:54Z,"#NewsAlert | 78 people, who arrived in Srinagar from Leh in Ladakh Union Territory, quarantined for suspected #coronavirus infection: Officials (PTI)

#CoronavirusOutbreakindia",TweetDeck,,,,False,False,2971,12,,,,7154068,126,,2009-04-29T10:11:34Z,True,en
ANCALERTS,238,1240444385965174784,44728980,2020-03-19T01:06:02Z,"The @TOWNSfoundation has  deployed over 1,000 N95 masks 600 surgical masks 500 gallons of alcohol to 13 hospitals including Amang Rodriguez Memorial Hosp, PCMC, Jose Reyes. | via @cesdrilon #COVID19 https://t.co/07B7qiOuWd",TweetDeck,,,,False,False,5453,7,,,,4853062,777,,2009-06-04T21:26:24Z,True,en
BloombergQuint,101,1240705421406437377,714731566828793857,2020-03-19T18:23:18Z,"BMC to soon start #coronavirus testing laboratories at select private hospitals and diagnostic centres in Mumbai. @ashupriolker reports.
https://t.co/ynAYNwCEx4",TweetDeck,,,,False,False,90,8,,,,121997,193,,2016-03-29T08:30:59Z,True,en
openletterbot,337,1240549652136517632,938533034659168256,2020-03-19T08:04:20Z,"📬 I delivered this ✉️ from Elizabeth, a 🗳 verified voter in Gainesville, Fla., to @rondesantisfl, Representative Clemons, Sr. and Senator Perry  #sayfie #flapol #COVID19

📝 Write your own: https://t.co/z5540KFSKD https://t.co/mmkyGoU47v",Resistbot Open Letters,,,,False,False,2,0,,,,16785,3,,2017-12-06T22:18:07Z,True,en
ABSCBNNews,137,1240529688105107457,15872418,2020-03-19T06:45:00Z,South Korea reports rebound in new coronavirus cases after nursing home outbreak https://t.co/vUlY8XOuLE #COVID19,TweetDeck,,,,False,False,1071,11,,,,6729304,1075,,2008-08-16T10:09:33Z,True,en
CNNnews18,107,1240617689543892992,6509832,2020-03-19T12:34:41Z,"#BREAKING – All international commercial flights suspended from March 22, 2020.

All concessional air and rail travel barred. 

@Zebaism, @maryashakil, @_pallavighosh, @SiddiquiMaha, and @SnehaMordani with more details. 

#CoronavirusOutbreak https://t.co/Pog18X5LgS",Twitter Media Studio - LiveCut,,,,False,False,178,18,,,,4355751,439,,2007-06-01T20:31:01Z,True,en
openletterbot,337,1240730033959735297,938533034659168256,2020-03-19T20:01:06Z,"🖋 Support Nancy by signing “Protect the Individuals IDEA in the COVID-19 Stimulus Package” and I’ll deliver a copy to your officials too: https://t.co/pp2nH5MtYR

📨 Last delivered to @RepEspaillat, @GillibrandNY and @SenSchumer #NY13 #NYpolitics #NYpol #COVID19 https://t.co/sRmZ5w8nz5",Resistbot Open Letters,,,,False,False,2,0,,,,16799,3,,2017-12-06T22:18:07Z,True,en
ANI,112,1240587831744942080,355989081,2020-03-19T10:36:02Z,Southern Railway: Tiruchirappalli-Thiruvananthapuram express train (to and from) will be cancelled from March 20 till March 31 in view of poor patronage of trains due #CoronavirusOutbreak. https://t.co/xYDDZyn59V,Twitter Web App,,,,False,False,0,16,,,,3509620,0,,2011-08-16T05:23:41Z,True,en
dailystar,179,1240666906195046400,20442930,2020-03-19T15:50:15Z,Check out a Chinese hairdressers taking #coronavirus safety precautions to the next level. Genius 👏👏 https://t.co/AblMw1kXit,Twitter Media Studio,,,,False,False,838,3,,,,195748,3592,,2009-02-09T15:45:17Z,True,en
ABSCBNNews,137,1240454836631384064,15872418,2020-03-19T01:47:34Z,"The closure and disinfection of East Avenue begins. This is the Quezon City government’s Unmanned Firefighting Machine, “misting” the road with water and bleach. | via @chiarazambrano https://t.co/eLuhdsUAIr #LuzonLockdown #COVID19",Twitter Web Client,,,,False,False,1071,41,,,,6729556,1075,,2008-08-16T10:09:33Z,True,en
openletterbot,337,1240544298279399425,938533034659168256,2020-03-19T07:43:03Z,"🖋 Support Shelby by signing “Covid 19 Relief” and I’ll deliver a copy to your officials too: https://t.co/UfxXnZp5Dz

📨 Last delivered to @RepBlaine #MO03 #MOpolitics #COVID19 https://t.co/9RTBDd6Crn",Resistbot Open Letters,,,,False,False,2,0,,,,16785,3,,2017-12-06T22:18:07Z,True,en
SkyNews,124,1240541012910579712,7587032,2020-03-19T07:30:00Z,"Boris Johnson has announced that UK schools will shut on Friday and remain closed until further notice to help tackle the spread of #COVID19.

He added that exams will not take place as planned in May and June.

Read more about the #coronavirus outbreak: https://t.co/3HwTmuybaV https://t.co/a8jKvaoaEh",Twitter Media Studio,,,,False,False,24,34,,,,5631066,27,,2007-07-19T14:42:53Z,True,en
arabnews,109,1240701198547562496,69172612,2020-03-19T18:06:31Z,#BREAKING: #SaudiArabia's King Salman says Kingdom continues to take all precautionary measures to fight #coronavirus pandemic https://t.co/bOObn5VXMU https://t.co/068zh1dQGA,Twitter Web App,1.2407000709466972e+18,69172612.0,arabnews,False,False,7,21,,,,226479,41,,2009-08-27T02:15:51Z,True,en
CNNnews18,107,1240468431175991296,6509832,2020-03-19T02:41:35Z,"#NewsAlert – CBSE, NIOS, JEE exams postponed till March 31st  in fear of coronavirus.

Fresh dates to be announced after March 31st.

Health is more important: HRD Ministry.

 #CoronavirusOutbreak https://t.co/dgtdHgETyG",Twitter Media Studio - LiveCut,,,,False,False,178,5,,,,4355757,439,,2007-06-01T20:31:01Z,True,en
dailystar,179,1240698457129537539,20442930,2020-03-19T17:55:37Z,"#gmb @piersmorgan hits back at MP who slams him for 'silly' #coronavirus advice 
https://t.co/b7TlyLwZXU",TweetDeck,,,,False,False,838,0,,,,195912,3593,,2009-02-09T15:45:17Z,True,en
latestly,138,1240671537381773313,828841083257778176,2020-03-19T16:08:39Z,"#CoronavirusOutbreak: #Kerala Government Announces Rs 20,000 Crore Special Package to Combat #COVID19
@CMOKerala
https://t.co/UkMy2MgRvh",Twitter Web App,,,,False,False,69,2,,,,56286,339,,2017-02-07T05:41:28Z,True,en
htTweets,130,1240658788937420801,36327407,2020-03-19T15:18:00Z,"Take a look at @WHO guidelines and some basic protective measures against the novel #coronavirus.

For detailed information related to #Covid19, click: https://t.co/jTr5UW5bL1 

#COVID2019india https://t.co/QGSVZUx3XT",TweetDeck,,,,False,False,2971,20,,,,7153967,126,,2009-04-29T10:11:34Z,True,en
openletterbot,337,1240765413694177281,938533034659168256,2020-03-19T22:21:41Z,"🖋 Support Mikael by signing “Release of Detained Immigrants” and I’ll deliver a copy to your officials too: https://t.co/xXevF9c8rL

📨 Last delivered to @govkemp  #GApol #COVID19 https://t.co/cJTsf5OHmP",Resistbot Open Letters,,,,False,False,2,0,,,,16801,3,,2017-12-06T22:18:07Z,True,en
openletterbot,337,1240553044581859328,938533034659168256,2020-03-19T08:17:48Z,"🖋 Support @infinityfunyion by signing “Where are the Coronavirus tests David?” and I’ll deliver a copy to your officials too: https://t.co/fXHriMJPqh

📨 Last delivered to @RepDavid #AZ06 #AZpol #COVID19 https://t.co/88cPmmqWzP",Resistbot Open Letters,,,,False,False,2,1,,,,16785,3,,2017-12-06T22:18:07Z,True,en
openletterbot,337,1240464809876803585,938533034659168256,2020-03-19T02:27:12Z,"🖋 Support Will by signing “Student Debt During the Outbreak” and I’ll deliver a copy to your officials too: https://t.co/6MTNlevegd

📨 Last delivered to @SenFeinstein, @SenKamalaHarris and @RepBarbaraLee #CA13 #CApolitics #CApol #COVID19 https://t.co/6md2pHOqUB",Resistbot Open Letters,,,,False,False,2,0,,,,16785,3,,2017-12-06T22:18:07Z,True,en
openletterbot,337,1240472313595748353,938533034659168256,2020-03-19T02:57:01Z,"🖋 Support Tim by signing “Suggestion for senate legislation” and I’ll deliver a copy to your officials too: https://t.co/xDv1OdXWFZ

📨 Last delivered to @SenSherrodBrown and @SenRobPortman #OH01 #OHpol #COVID19 https://t.co/8Xjkyl9MIw",Resistbot Open Letters,,,,False,False,2,0,,,,16785,3,,2017-12-06T22:18:07Z,True,en
ians_india,114,1240550926546432000,141584822,2020-03-19T08:09:23Z,"The United Arab Emirates' (#UAE) flag carrier, #Etihad airlines has further reduced its daily flights to key #Indian cities as preventive measures against the #coronavirus pandemic. 

#CoronaVirusUpdate #CoronavirusOutbreak https://t.co/3IzfrtZFa7",Twitter Web App,,,,False,False,14,0,,,,32593,45,,2010-05-08T13:21:45Z,True,en
openletterbot,337,1240502973785993217,938533034659168256,2020-03-19T04:58:51Z,"🖋 Support Jacqueline by signing “Chairwoman Water’s Covid19 Relief Bill” and I’ll deliver a copy to your officials too: https://t.co/ALpV64tWre

📨 Last delivered to @RepPaulCook #CA08 #CApolitics #CApol #COVID19 https://t.co/4SRBH0flST",Resistbot Open Letters,,,,False,False,2,0,,,,16785,3,,2017-12-06T22:18:07Z,True,en
ians_india,114,1240562711680782336,141584822,2020-03-19T08:56:13Z,"Employees at a #London store lashed out at an elderly Sikh customer before pushing him out as #coronavirus panic-buying chaos gripped supermarkets across the country, a media report said on Thursday. 

#CoronavirusOutbreak #COVID19 https://t.co/EUUHo6WZNU",Twitter Web App,,,,False,False,14,1,,,,32570,45,,2010-05-08T13:21:45Z,True,en
ndtv,116,1240533782169399296,37034483,2020-03-19T07:01:16Z,"""Appeal all to follow all the guidelines issued by the government. Do not panic, but be vigilant. We must fight this war together"": Maharashtra Chief Minister Uddhav Thackeray. 

#CoronavirusOutbreak #coronavirus https://t.co/y3tZ3Ar3xu",Twitter Web App,1.2405333512801772e+18,37034483.0,ndtv,False,False,0,9,,,,12245445,14,,2009-05-01T20:34:48Z,True,en
openletterbot,337,1240460271723794432,938533034659168256,2020-03-19T02:09:10Z,"📬 I delivered “Assistance for small businesses during crisis” from Devin, a 🗳 verified voter in Waco, Texas, to @JohnCornyn and @SenTedCruz #TX17 #TXpolitics #COVID19

📝 Write your own: https://t.co/z5540KFSKD https://t.co/Cl4u7lQ6zX",Resistbot Open Letters,,,,False,False,2,0,,,,16785,3,,2017-12-06T22:18:07Z,True,en
IndiaToday,132,1240656506866954240,19897138,2020-03-19T15:08:56Z,"PM Modi has assured India that no essential services like ration and milk be affected by the current restraints imposed in view of coronavirus outbreak.
#Coronavirus #Covid19 #CoronavirusOutbreak 
https://t.co/QGTuQPUhAQ",Twitter Web App,,,,False,False,4400,11,,,,5278703,229,,2009-02-02T07:21:54Z,True,en
Oneindia,119,1240585139966504961,18159588,2020-03-19T10:25:20Z,"#CoronaVirusUpdates | Churches in Odisha suspend all activities as precautionary measure to prevent #coronavirus spread

#COVID2019india #CoronavirusOutbreak #COVID19",Twitter Web App,,,,False,False,350,1,,,,60590,661,,2008-12-16T09:44:12Z,True,en
bsindia,136,1240520628417040386,43855487,2020-03-19T06:09:00Z,"With this, the total number of cancelled trains has climbed to 155

#railways #coronavirus #COVID19

https://t.co/ywBDuyBQwQ",TweetDeck,,,,False,False,139,1,,,,1866881,378,,2009-06-01T08:52:08Z,True,en
arabnews,109,1240700070946697218,69172612,2020-03-19T18:02:02Z,"#BREAKING: #SaudiArabia's King Salman begins speech regarding the ongoing #Coronavirus outbreak

https://t.co/bOObn5VXMU https://t.co/CtMdqUIcXa",Twitter Web App,1.2406953306156155e+18,69172612.0,arabnews,False,False,7,20,,,,226479,41,,2009-08-27T02:15:51Z,True,en
ians_india,114,1240557472475000832,141584822,2020-03-19T08:35:24Z,"#Delhi Chief Minister Arvind Kejriwal (@ArvindKejriwal) on Thursday urged all Delhiites to work from home as far as possible to avoid the spread of #coronavirus in the city. 

#CoronaVirusUpdate #coronavirusindia https://t.co/44vfZ0vf6l",Twitter Web App,,,,False,False,14,5,,,,32593,45,,2010-05-08T13:21:45Z,True,en
latestly,138,1240455680592457728,828841083257778176,2020-03-19T01:50:55Z,"#Coronavirus Outbreak: #Germany Facing Biggest Challenge Since #WorldWarII, Says Chancellor #AngelaMerkel https://t.co/nHjQ2UErAQ",Twitter Web App,,,,False,False,69,0,,,,56282,339,,2017-02-07T05:41:28Z,True,en
IndiaToday,132,1240572436824748032,19897138,2020-03-19T09:34:52Z,"A man who had recently returned from Italy has tested positive for #coronavirus after his death in Punjab

https://t.co/hUdWpnQY2m",Twitter Web App,,,,False,False,4400,13,,,,5278684,229,,2009-02-02T07:21:54Z,True,en
BloombergQuint,101,1240518365187198976,714731566828793857,2020-03-19T06:00:00Z,"#CoronavirusOutbreak | Social distancing efforts have led to reduced activity, particularly across the services sector. This will likely hurt growth in the next 2 quarters, according to economists.
https://t.co/zM0X4PhDdg",TweetDeck,,,,False,False,90,2,,,,121717,193,,2016-03-29T08:30:59Z,True,en
htTweets,130,1240458017994420230,36327407,2020-03-19T02:00:12Z,"#Coronavirus survives on steel, plastic for 3 days: Study

(Report by: @sanchx )

https://t.co/q08SooSgzb https://t.co/H96Rxe47M4",TweetDeck,,,,False,False,2971,12,,,,7154080,126,,2009-04-29T10:11:34Z,True,en
TheQuint,108,1240651681680879618,2982269822,2020-03-19T14:49:45Z,"PM Modi: On 22nd March, from 7 am to 9pm, all countrymen have to follow 'Janta Curfew' #CoronaVirus 
https://t.co/I05j6JQLGL",TweetDeck,,,,False,False,263,1,,,,438450,314,,2015-01-14T09:43:21Z,True,en
htTweets,130,1240566376143544320,36327407,2020-03-19T09:10:47Z,"#Covid2019India | Rupee drops to record low of Rs 75 per US dollar amid #coronavirus worries

https://t.co/X4oeeb8A3Y https://t.co/JLNcvEp1s2",TweetDeck,,,,False,False,2971,5,,,,7154080,126,,2009-04-29T10:11:34Z,True,en
timesofindia,187,1240573223747514370,134758540,2020-03-19T09:37:59Z,"In an exclusive interaction, #SonakshiSinha expresses concern for the technicians and daily wage actors amid #CoronavirusPandemic 

@sonakshisinha #COVID2019 #CoronavirusOutbreak 

Via @etimes 
 
https://t.co/8d0bWfiOPd",Twitter for iPhone,,,,False,False,5,13,,,,12397657,530,,2010-04-19T10:50:15Z,True,en
timesofindia,187,1240613699108274176,134758540,2020-03-19T12:18:50Z,"Lav Agarwal, Joint Secretary, Health Ministry: There is no community transmission in this country. 

#CautionYesPanicNo

#COVID19India
#CoronavirusOutbreak
#CoronavirusUpdates 👇

https://t.co/Wn5tgSPtwd https://t.co/Hna2jyKmrm",TweetDeck,,,,False,False,5,8,,,,12397657,530,,2010-04-19T10:50:15Z,True,en
latestly,138,1240651194583748609,828841083257778176,2020-03-19T14:47:49Z,"PM #NarendraModi Urges People to Follow '#JanataCurfew' on March 22 From 7 am to 9 pm : #CoronavirusOutbreak Live News Updates on March 19, 2020
@PMOIndia 
https://t.co/SHY0SfJ7sl",Twitter Web App,,,,False,False,69,1,,,,56286,339,,2017-02-07T05:41:28Z,True,en
timesofindia,187,1240652148603367430,134758540,2020-03-19T14:51:37Z,"PM @narendramodi: If possible, please call at least 10 people every day and tell them about the 'Janta Curfew' as well as the measures to prevent #coronavirus. 

#CautionYesPanicNo

#Coronavirus  
#COVID19India
#PMModiOnCorona
#CoronavirusUpdates 👇

https://t.co/Wn5tgSPtwd https://t.co/yh1Ottr1VI",Twitter Web App,1.240651773968175e+18,134758540.0,timesofindia,False,False,5,6,,,,12397427,530,,2010-04-19T10:50:15Z,True,en
BloombergQuint,101,1240700040902881282,714731566828793857,2020-03-19T18:01:55Z,"The number of dead in Italy surpassed those in China. 

President Donald Trump has told regulators to see if they can expand the use of a malaria drug. #CoronavirusPandemic 
https://t.co/4sc0a3VVl4",Twitter Web App,,,,False,False,90,6,,,,121719,193,,2016-03-29T08:30:59Z,True,en
SkyNews,124,1240597987627339778,7587032,2020-03-19T11:16:24Z,"An industry source quoted by Reuters has said supermarkets will receive police assistance if London goes into lock down amid the #coronavirus crisis.

The latest on #COVID19 here: https://t.co/UZOKOLJymZ https://t.co/JYs5qfiztE",Grabyo,,,,False,False,24,36,,,,5630572,27,,2007-07-19T14:42:53Z,True,en
IndiaToday,132,1240594705349373952,19897138,2020-03-19T11:03:21Z,"As novel #coronavirus cases rise in India, several people could lose jobs due to the deteriorating financial condition caused by the outbreak | @Milan_reports 

https://t.co/tI6FNyBsWU",Twitter Web App,,,,False,False,4400,6,,,,5278728,229,,2009-02-02T07:21:54Z,True,en
openletterbot,337,1240567760754577411,938533034659168256,2020-03-19T09:16:17Z,"🖋 Support Joseph by signing “Families First Coronavirus Response Act Vote” and I’ll deliver a copy to your officials too: https://t.co/z4a6Zir4gz

📨 Last delivered to @SenAlexander and @MarshaBlackburn #TN06 #TNpolitics #TNpol #COVID19 https://t.co/aFICd0WDEO",Resistbot Open Letters,,,,False,False,2,0,,,,16785,3,,2017-12-06T22:18:07Z,True,en
ANCALERTS,238,1240452945730134016,44728980,2020-03-19T01:40:03Z,JUST IN: BIR extends tax filing deadline to May 15. | via @wddeguzman #LuzonLockdown #COVID19 https://t.co/f5AGBuy8bE,TweetDeck,,,,False,False,5453,453,,,,4853062,777,,2009-06-04T21:26:24Z,True,en
dailystar,179,1240654510990618624,20442930,2020-03-19T15:01:00Z,"Students create touchless hand sanitiser in battle against #coronavirus pandemic
https://t.co/stbf8L3fGH https://t.co/Imo7TyQm3o",TweetDeck,,,,False,False,838,0,,,,195750,3592,,2009-02-09T15:45:17Z,True,en
openletterbot,337,1240536379341168640,938533034659168256,2020-03-19T07:11:35Z,"🖋 Support Rakisha by signing “Fiund The CDC” and I’ll deliver a copy to your officials too: https://t.co/otq517Avql

📨 Last delivered to @GillibrandNY, @SenSchumer and @RepMaxRose #NY11 #NYpolitics #NYpol #COVID19 https://t.co/2gXurmfnTW",Resistbot Open Letters,,,,False,False,2,0,,,,16785,3,,2017-12-06T22:18:07Z,True,en
openletterbot,337,1240552379939864578,938533034659168256,2020-03-19T08:15:10Z,"🖋 Support @infinityfunyion by signing “Coronavirus tests??” and I’ll deliver a copy to your officials too: https://t.co/ARotywncQW

📨 Last delivered to @SenMcSallyAZ and @SenatorSinema #AZ06 #AZpol #COVID19 https://t.co/VPJYm31lQF",Resistbot Open Letters,,,,False,False,2,0,,,,16785,3,,2017-12-06T22:18:07Z,True,en
timesofindia,187,1240694020533178368,134758540,2020-03-19T17:38:00Z,"Telangana Health Ministry: Today, three more persons have been tested positive for COVID-19, taking the total number of positive cases in the state to 16.  

#CautionYesPanicNo

#COVID19India
#CoronavirusOutbreak
#CoronavirusUpdates 👇

https://t.co/Wn5tgSPtwd https://t.co/kdMl6cDMji",TweetDeck,,,,False,False,5,10,,,,12397657,530,,2010-04-19T10:50:15Z,True,en
CNNnews18,107,1240553149242281985,6509832,2020-03-19T08:18:13Z,"#NewsAlert | Dr Sanjeev Bagai (Chairperson, Nephron Clinic) speaks with CNN-News18’s @AnushaSoni23.

#CoronavirusOutbreak https://t.co/8gNiFR5DbY",Twitter Media Studio - LiveCut,,,,False,False,178,0,,,,4355751,439,,2007-06-01T20:31:01Z,True,en
openletterbot,337,1240699908761370625,938533034659168256,2020-03-19T18:01:23Z,"🖋 Support Christine by signing “Protect Students with Disabilities” and I’ll deliver a copy to your officials too: https://t.co/O0wEJ2LiJE

📨 Last delivered to @SenBlumenthal and @ChrisMurphyCT #CT04 #CTpolitics #COVID19 https://t.co/iK2OptWyr6",Resistbot Open Letters,,,,False,False,2,3,,,,16802,3,,2017-12-06T22:18:07Z,True,en
ANCALERTS,238,1240460482160529408,44728980,2020-03-19T02:10:00Z,"NBA: Thunder players, staffers test negative for coronavirus https://t.co/W0Qs4Gsdk0 #COVID19",TweetDeck,,,,False,False,5453,2,,,,4853058,777,,2009-06-04T21:26:24Z,True,en
timesofindia,187,1240615871682211840,134758540,2020-03-19T12:27:27Z,"#BREAKING 

No commercial international flights to land in India from March 22 for a week 

https://t.co/zq9TW3c4U8 via @TOIBusiness 

#CautionYesPanicNo

#COVID19India
#CoronavirusOutbreak
#CoronavirusUpdates https://t.co/ycR0mYUXYd",TweetDeck,,,,False,False,5,15,,,,12397657,530,,2010-04-19T10:50:15Z,True,en
dailystar,179,1240664537017221120,20442930,2020-03-19T15:40:50Z,#ParisHilton strips to bodysuit and thigh-high boots for sexy #coronavirus isolation snaps https://t.co/44W9WHHG89,TweetDeck,,,,False,False,838,1,,,,195752,3592,,2009-02-09T15:45:17Z,True,en
ANCALERTS,238,1240476744454262785,44728980,2020-03-19T03:14:37Z,Binay: We have 17 positive cases; 2 have recovered. #LuzonLockdown #COVID19,TweetDeck,1.2404766729120645e+18,44728980.0,ANCALERTS,False,False,5453,0,,,,4853058,777,,2009-06-04T21:26:24Z,True,en
bsindia,136,1240550827258982402,43855487,2020-03-19T08:09:00Z,"So what does the term ‘social distancing’ mean? 

#coronavirus #COVID19

Watch this to know more: https://t.co/8VKlrkZCi7",TweetDeck,,,,False,False,139,0,,,,1866875,378,,2009-06-01T08:52:08Z,True,en
latestly,138,1240663727554215938,828841083257778176,2020-03-19T15:37:37Z,Coronavirus Outbreak: China Lights Up Buildings in Wuhan As No New Domestic Case Detected for First Time (See Pictures) #Coronavirus #COVID #China #Wuhan https://t.co/kwgR4Qie8U,Twitter Web Client,,,,False,False,69,0,,,,56281,339,,2017-02-07T05:41:28Z,True,en
ians_india,114,1240599369440583680,141584822,2020-03-19T11:21:53Z,"Amid rumours that #coronavirus can spread through poultry products, especially chicken, the business in the state has nearly collapsed. According to an estimate, thousands of crores of rupees have been lost in the state. 

#CoronaVirusUpdate https://t.co/R1WtihFJjf",Twitter Web App,,,,False,False,14,0,,,,32591,45,,2010-05-08T13:21:45Z,True,en
ANI,112,1240553041046077440,355989081,2020-03-19T08:17:48Z,"Delhi: Union Ministers S Jaishankar, Hardeep Singh Puri, Dr Harsh Vardhan, Ashwini Choubey and others arrive for Group of Ministers (GOM) meeting on #Coronavirus at Nirman Bhawan. https://t.co/uGiriWJSRT",Twitter Web App,,,,False,False,0,58,,,,3509204,0,,2011-08-16T05:23:41Z,True,en
ANCALERTS,238,1240500267805634561,44728980,2020-03-19T04:48:05Z,@pia_gutierrez Senator Bong Go when asked if he will undergo self-quarantine: I will continue to serve and I will die serving the Filipino people | via @pia_gutierrez #COVID19,TweetDeck,1.2405002031000494e+18,44728980.0,ANCALERTS,False,False,5453,2,,,,4853038,777,,2009-06-04T21:26:24Z,True,en
openletterbot,337,1240450159785332736,938533034659168256,2020-03-19T01:28:59Z,"🖋 Support Shelley by signing “Elections and Covid 19” and I’ll deliver a copy to your officials too: https://t.co/66WQyLsyxY

📨 Last delivered to @JohnCornyn, @JoaquinCastrotx and @SenTedCruz #TX20 #TXpolitics #COVID19 https://t.co/7jvWBzfkRw",Resistbot Open Letters,,,,False,False,2,0,,,,16785,3,,2017-12-06T22:18:07Z,True,en
